location,routeName,lat,lon
Bến xe Giáp Bát.,S29_2,20.9802359,105.8419987
Khu đô thị Gamuda (đối diện tòa nhà CT1 Gamuda),S30_1,,
đường nội bộ Khu đô thị Gamuda,S30_1,,
đường nội bộ Khu đô thị Geleximco,S30_1,,
đường vào Bệnh viện dã chiến,S30_1,,
Nguyễn Tam Trinh,S30_1,,
Đông Kim Ngưu,S30_1,20.9806859,105.8638519
Lò Đúc,S30_1,21.0119284,105.8588031
Trần Xuân Soạn,S30_1,21.017044,105.8542896
Trần Nhân Tông,S30_1,21.0171492,105.8473932
Lê Duẩn,S30_1,21.0141054,105.8413865
Khâm Thiên,S30_1,21.0185213,105.8389325
Ô Chợ Dừa,S30_1,21.0235614,105.8267102
Hoàng Cầu,S30_1,21.0168611,105.8210004
Thái Hà,S30_1,21.0145568,105.8194727
Láng Hạ,S30_1,21.0166748,105.8104708
Lê Văn Lương,S30_1,21.0016666,105.7994074
Hoàng Minh Giám,S30_1,21.0056904,105.7974136
Nguyễn Chánh,S30_1,21.0077439,105.7957821
"Vòng xuyến Nguyễn Chánh, Nam Trung Yên",S30_1,,
Nguyễn Chánh,S30_1,21.0077439,105.7957821
Dương Đình Nghệ,S30_1,21.0237269,105.7909272
Phạm Hùng,S30_1,21.0240285,105.7784792
Quay đầu trước Bến xe Mỹ Đình,S30_1,,
Bến xe Mỹ Đình,S30_1,21.0284046,105.7783143
Bến xe Mỹ Đình,S30_2,21.0284046,105.7783143
Phạm Hùng,S30_2,21.0240285,105.7784792
Quay đầu tại đối diện Landmark 72,S30_2,,
Phạm Hùng,S30_2,21.0240285,105.7784792
Dương Đình Nghệ,S30_2,21.0237269,105.7909272
Nguyễn Chánh,S30_2,21.0077439,105.7957821
"Vòng xuyến Nguyễn Chánh, Nam Trung Yên",S30_2,,
Nguyễn Chánh,S30_2,21.0077439,105.7957821
Hoàng Minh Giám,S30_2,21.0056904,105.7974136
Nguyễn Thị Thập,S30_2,21.0063394,105.8019797
Hoàng Đạo Thúy,S30_2,21.0104232,105.7993878
Lê Văn Lương,S30_2,21.0016666,105.7994074
Láng Hạ,S30_2,21.0166748,105.8104708
Thái Hà,S30_2,21.0145568,105.8194727
Yên Lãng,S30_2,21.1709072,105.6641008
quay đầu tại điểm mở đối diện 31 Yên Lãng,S30_2,,
Yên Lãng,S30_2,21.1709072,105.6641008
Hoàng Cầu,S30_2,21.0168611,105.8210004
Ô Chợ Dừa,S30_2,21.0235614,105.8267102
Xã Đàn,S30_2,20.8105226,105.7945126
Quay đầu tại đối diện ngõ Xã Đàn 2,S30_2,,
Xã Đàn,S30_2,20.8105226,105.7945126
Khâm Thiên,S30_2,21.0185213,105.8389325
Lê Duẩn,S30_2,21.0141054,105.8413865
Trần Nhân Tông,S30_2,21.0171492,105.8473932
Trần Xuân Soạn,S30_2,21.017044,105.8542896
Ngô Thì Nhậm,S30_2,20.9748159,105.7667029
Nguyễn Công Trứ,S30_2,21.0122971,105.8530508
Lò Đúc,S30_2,21.0119284,105.8588031
Kim Ngưu,S30_2,20.9913679,105.8628087
Tam Trinh,S30_2,20.9639031,105.8645723
cầu Ku1,S30_2,20.9910671,105.8628711
Nguyễn Tam Trinh,S30_2,,
đường vào Bệnh viện dã chiến,S30_2,,
đường nội bộ Khu đô thị Geleximco,S30_2,,
đường nội bộ Khu đô thị Gamuda,S30_2,,
Khu đô thị Gamuda (đối diện tòa nhà CT1 Gamuda),S30_2,,
Đại học Bách Khoa,S31_1,21.0067276,105.8450354
Trần Đại Nghĩa,S31_1,21.0063852,105.8419795
Lê Thanh Nghị,S31_1,21.00338,105.8493399
Tạ Quang Bửu,S31_1,21.004273,105.8436986
Đại Cồ Việt,S31_1,21.0078431,105.8454488
Phố Huế,S31_1,21.0175725,105.8514315
Hàng Bài,S31_1,21.2190579,105.8044681
Lý Thường Kiệt,S31_1,20.9630163,105.7665612
Phan Chu Trinh,S31_1,21.0208397,105.8558574
Lý Thái Tổ,S31_1,21.0296181,105.8553808
Ngô Quyền,S31_1,21.1430752,105.5005122
Hàng Vôi,S31_1,21.0301831,105.8563219
Hàng Tre,S31_1,21.0331758,105.8551416
Hàng Muối,S31_1,21.0347069,105.85475
Trần Nhật Duật,S31_1,21.0375961,105.860363
Điểm trung chuyển Long Biên,S31_1,21.0413663,105.849467
Yên Phụ,S31_1,21.2208344,105.7344265
Nghi Tàm,S31_1,21.0067943,105.7864181
Âu Cơ,S31_1,20.8921645,105.7662985
Nhật Tân,S31_1,21.0835508,105.816131
An Dương Vương,S31_1,21.0809298,105.8160966
"Đường Đông Ngạc (69) – Thụy Phương – Đức Thắng,Cổ Nhuế",S31_1,,
Chèm (Đại học Mỏ),S31_1,,
Chèm (Đại học Mỏ),S31_2,,
"Đường 69(Đức Thắng, Cổ Nhuế)",S31_2,,
Đường Thuỵ Phương,S31_2,21.0900454,105.7775727
Đường Đông Ngạc,S31_2,21.0922903,105.7818826
Tân Xuân,S31_2,21.0868383,105.7857877
An Dương Vương,S31_2,21.0809298,105.8160966
Âu Cơ,S31_2,20.8921645,105.7662985
Nghi Tàm,S31_2,21.0067943,105.7864181
Yên Phụ (đường dành riêng cho xe buýt),S31_2,,
Điểm trung chuyển Long Biên,S31_2,21.0413663,105.849467
Hàng Đậu,S31_2,21.0405266,105.8490852
Quán Thánh,S31_2,20.9540708,105.7600855
Hàng Cót,S31_2,,
Hàng Lược,S31_2,21.0382046,105.8476042
Chả Cá,S31_2,21.0356908,105.8491944
Hàng Cân,S31_2,21.0346428,105.8496624
Lương Văn Can,S31_2,21.0335548,105.8500938
Hàng Gai,S31_2,21.0320272,105.8491961
Hàng Trống,S31_2,21.0260139,105.8492217
Lê Thái Tổ,S31_2,21.0298332,105.8512251
Bà Triệu,S31_2,21.0127276,105.8483535
Đại Cồ Việt,S31_2,21.0078431,105.8454488
Quay đầu tại đối diện số nhà 100 Đại Cồ Việt,S31_2,,
Đại Cồ Việt,S31_2,21.0078431,105.8454488
Tạ Quang Bửu,S31_2,21.004273,105.8436986
Lê Thanh Nghị,S31_2,21.00338,105.8493399
Trần Đại Nghĩa,S31_2,21.0063852,105.8419795
Đại học Bách Khoa,S31_2,21.0067276,105.8450354
Bến xe Giáp Bát,S32_1,20.9802359,105.8419987
Giải Phóng,S32_1,20.9705226,105.8409731
Lê Duẩn,S32_1,21.0141054,105.8413865
Trần Nhân Tông,S32_1,21.0171492,105.8473932
Trần Bình Trọng,S32_1,21.01815,105.8438231
Trần Hưng Đạo,S32_1,21.0207798,105.8439367
Quán Sứ,S32_1,10.8643598,106.7998835
Hai Bà Trưng,S32_1,21.013109,105.8517903
Thợ Nhuộm,S32_1,21.0272855,105.8446293
Điện Biên Phủ,S32_1,21.0341251,105.8377505
Trần Phú,S32_1,20.8327858,105.6707384
Kim Mã,S32_1,21.0304183,105.8142027
Đào Tấn,S32_1,21.0344665,105.8052462
Đường Bưởi,S32_1,21.0357121,105.8062197
Điểm trung chuyển Cầu Giấy,S32_1,21.0294603,105.8027634
Cầu Giấy,S32_1,21.0310271,105.7881335
Xuân Thuỷ,S32_1,20.9754069,105.9460249
Hồ Tùng Mậu,S32_1,21.0387676,105.770769
đường Cầu Diễn,S32_1,21.0503927,105.7384972
Nhổn (điểm trung chuyển xe buýt Nhổn).,S32_1,,
Nhổn (điểm trung chuyển xe buýt Nhổn),S32_2,,
đường Cầu Diễn,S32_2,21.0503927,105.7384972
Hồ Tùng Mậu,S32_2,21.0387676,105.770769
Xuân Thuỷ,S32_2,20.9754069,105.9460249
Cầu Giấy,S32_2,21.0310271,105.7881335
Điểm trung chuyển Cầu Giấy,S32_2,21.0294603,105.8027634
Kim Mã,S32_2,21.0304183,105.8142027
Nguyễn Thái Học,S32_2,21.0293108,105.8400223
Lê Duẩn,S32_2,21.0141054,105.8413865
Giải Phóng,S32_2,20.9705226,105.8409731
Bến xe Giáp Bát.,S32_2,20.9802359,105.8419987
Bến xe Giáp Bát,S32TC_1,20.9802359,105.8419987
Giải Phóng,S32TC_1,20.9705226,105.8409731
Đại La,S32TC_1,20.9964989,105.8469589
Minh Khai,S32TC_1,21.0479764,105.7448067
cầu Vĩnh Tuy – Đàm Quang Trung,S32TC_1,,
Nguyễn Văn Linh – Lý Sơn – Trường Sa,S32TC_1,,
Trung tâm triển lãm Việt Nam,S32TC_1,21.0864312,105.8629828
Trung tâm triển lãm Việt Nam – Trường Sa – Lý Sơn,S32TC_2,,
Nguyễn Văn Linh – Đàm Quang Trung,S32TC_2,,
cầu Vĩnh Tuy,S32TC_2,21.0132594,105.8851492
Minh Khai,S32TC_2,21.0479764,105.7448067
Đại La,S32TC_2,20.9964989,105.8469589
Giải Phóng,S32TC_2,20.9705226,105.8409731
quay đầu tại ngã 3 Giải Phóng,S32TC_2,,
Giải Phóng,S32TC_2,20.9705226,105.8409731
Bến xe Giáp Bát,S32TC_2,20.9802359,105.8419987
Cụm công nghiệp Thanh Oai (cạnh tường rào công ty B.Braun Việt Nam),S33_1,,
đường nội bộ Cụm công nghiệp Thanh Oai,S33_1,,
Quốc lộ 21B,S33_1,20.7827123,105.7764953
Quang Trung (Hà Đông),S33_1,20.972467,105.7773312
Chu Văn An (Hà Đông),S33_1,20.9733369,105.7788457
Tố Hữu,S33_1,20.9843598,105.7732219
Trung Thư,S33_1,21.0258657,105.8949319
Ngõ 100 Trung Văn,S33_1,20.9944414,105.7786451
đường Cương Kiên,S33_1,20.9952881,105.7784954
cầu vượt Mễ Trì,S33_1,21.0047335,105.7828114
đường Miếu Đầm,S33_1,21.0066367,105.7823202
Đỗ Đức Dục,S33_1,21.0092691,105.7828681
Phạm Hùng,S33_1,21.0240285,105.7784792
Phạm Văn Đồng,S33_1,21.0654691,105.7849246
Hoàng Quốc Việt,S33_1,21.0531725,105.7817224
ĐTC Hoàng Quốc Việt,S33_1,,
Bưởi,S33_1,21.0299966,105.3172973
Lạc Long Quân,S33_1,21.0691418,105.8120304
Nguyễn Hoàng Tôn,S33_1,21.0738564,105.7999715
Võ Chí Công,S33_1,21.0531379,105.8052115
Xuân La,S33_1,21.0606058,105.8044433
Xuân Đỉnh (Trường ĐH Nội Vụ Hà Nội),S33_1,,
Xuân Đỉnh (Trường Đại học Nội Vụ Hà Nội),S33_2,,
Xuân La,S33_2,21.0606058,105.8044433
Võ Chí Công,S33_2,21.0531379,105.8052115
Nguyễn Hoàng Tôn,S33_2,21.0738564,105.7999715
Lạc Long Quân,S33_2,21.0691418,105.8120304
Hoàng Quốc Việt,S33_2,21.0531725,105.7817224
ĐTC Hoàng Quốc Việt,S33_2,,
Phạm Văn Đồng,S33_2,21.0654691,105.7849246
Phạm Hùng,S33_2,21.0240285,105.7784792
Bến xe Mỹ Đình,S33_2,21.0284046,105.7783143
Phạm Hùng,S33_2,21.0240285,105.7784792
Đỗ Đức Dục,S33_2,21.0092691,105.7828681
đường Miếu Đầm,S33_2,21.0066367,105.7823202
cầu vượt Mễ Trì,S33_2,21.0047335,105.7828114
đường Cương Kiên,S33_2,20.9952881,105.7784954
Trung Văn,S33_2,20.9910797,105.7926402
Tố Hữu,S33_2,20.9843598,105.7732219
Chu Văn An (Hà Đông),S33_2,20.9733369,105.7788457
Quang Trung (Hà Đông),S33_2,20.972467,105.7773312
Quốc lộ 21B,S33_2,20.7827123,105.7764953
đường nội bộ Cụm công nghiệp Thanh Oai,S33_2,,
Cụm công nghiệp Thanh Oai (cạnh tường rào công ty B.Braun Việt Nam),S33_2,,
Bến xe Mỹ Đình,S34_1,21.0284046,105.7783143
Phạm Hùng,S34_1,21.0240285,105.7784792
Xuân Thủy,S34_1,20.9754069,105.9460249
Cầu Giấy,S34_1,21.0310271,105.7881335
Điểm trung chuyển xe buýt Cầu Giấy,S34_1,,
Kim Mã,S34_1,21.0304183,105.8142027
Liễu Giai,S34_1,21.0380016,105.8169294
Kim Mã,S34_1,21.0304183,105.8142027
Nguyễn Thái Học,S34_1,21.0293108,105.8400223
Phan Bội Châu,S34_1,21.0246406,105.8430022
Hai Bà Trưng,S34_1,21.013109,105.8517903
Phan Chu Trinh,S34_1,21.0208397,105.8558574
Lý Thái Tổ,S34_1,21.0296181,105.8553808
Ngô Quyền,S34_1,21.1430752,105.5005122
Hàng Vôi,S34_1,21.0301831,105.8563219
Hàng Tre,S34_1,21.0331758,105.8551416
Hàng Muối,S34_1,21.0347069,105.85475
Trần Nhật Duật,S34_1,21.0375961,105.860363
Cầu Chương Dương,S34_1,21.0375961,105.860363
Nguyễn Văn Cừ,S34_1,21.0541322,105.8856779
Nguyễn Sơn,S34_1,21.0369497,105.8989779
Ngọc Lâm,S34_1,21.0507862,105.8846737
Ngô Gia Khảm,S34_1,21.0482146,105.8766036
Bến xe Gia Lâm,S34_1,21.0485414,105.8789776
Bến xe Gia Lâm,S34_2,21.0485414,105.8789776
Ngô Gia Khảm,S34_2,21.0482146,105.8766036
Ngọc Lâm,S34_2,21.0507862,105.8846737
Nguyễn Văn Cừ,S34_2,21.0541322,105.8856779
Cầu Chương Dương,S34_2,21.0375961,105.860363
Trần Quang Khải,S34_2,21.0315748,105.8566532
Tràng Tiền,S34_2,21.0271958,105.8565753
Ngô Quyền,S34_2,21.1430752,105.5005122
Hai Bà Trưng,S34_2,21.013109,105.8517903
Thợ Nhuộm,S34_2,21.0272855,105.8446293
Điện Điên Phủ,S34_2,21.0329471,105.8400981
Trần Phú,S34_2,20.8327858,105.6707384
Kim Mã,S34_2,21.0304183,105.8142027
Đào Tấn,S34_2,21.0344665,105.8052462
Bưởi,S34_2,21.0299966,105.3172973
Điểm trung chuyển Cầu Giấy,S34_2,21.0294603,105.8027634
Cầu Giấy,S34_2,21.0310271,105.7881335
Xuân Thủy,S34_2,20.9754069,105.9460249
Phạm Hùng,S34_2,21.0240285,105.7784792
Bến xe Mỹ Đình,S34_2,21.0284046,105.7783143
Trần Khánh Dư,S35A_1,21.0200801,105.8617023
Trần Hưng Đạo,S35A_1,21.0207798,105.8439367
Bà Triệu,S35A_1,21.0127276,105.8483535
Đại Cồ Việt,S35A_1,21.0078431,105.8454488
Hầm Kim Liên,S35A_1,21.0085227,105.8392394
Xã Đàn,S35A_1,20.8105226,105.7945126
Phạm Ngọc Thạch,S35A_1,21.0108831,105.8369727
Chùa Bộc,S35A_1,21.0145568,105.8194727
Thái Hà,S35A_1,21.0145568,105.8194727
Huỳnh Thúc Kháng,S35A_1,21.0237327,105.8036112
Nguyễn Chí Thanh,S35A_1,21.0247616,105.8111746
Trần Duy Hưng,S35A_1,21.005215,105.7988957
Phạm Hùng,S35A_1,21.0240285,105.7784792
Phạm Văn Đồng,S35A_1,21.0654691,105.7849246
Đỗ Nhuận,S35A_1,21.0682929,105.7874247
Nam Thăng Long.,S35A_1,21.0658941,105.7886999
Nam Thăng Long – Đỗ Nhuận – Đỗ Nhuận,S35A_2,21.0658941,105.7886999
Phạm Văn Đồng,S35A_2,21.0654691,105.7849246
Phạm Hùng,S35A_2,21.0240285,105.7784792
Trần Duy Hưng,S35A_2,21.005215,105.7988957
Nguyễn Chí Thanh,S35A_2,21.0247616,105.8111746
Huỳnh Thúc Kháng,S35A_2,21.0237327,105.8036112
Thái Hà,S35A_2,21.0145568,105.8194727
Chùa Bộc,S35A_2,21.0145568,105.8194727
Phạm Ngọc Thạch,S35A_2,21.0108831,105.8369727
Đào Duy Anh,S35A_2,21.0090322,105.838263
Hoàng Tích Trí,S35A_2,21.0089256,105.8369224
Xã Đàn,S35A_2,20.8105226,105.7945126
Hầm Kim Liên,S35A_2,21.0085227,105.8392394
Đại Cồ Việt,S35A_2,21.0078431,105.8454488
Phố Huế,S35A_2,21.0175725,105.8514315
Hàng Bài,S35A_2,21.2190579,105.8044681
Trần Hưng Đạo,S35A_2,21.0207798,105.8439367
Phan Chu Trinh,S35A_2,21.0208397,105.8558574
Tràng Tiền,S35A_2,21.0271958,105.8565753
Trần Khánh Dư,S35A_2,21.0200801,105.8617023
"Nam Thăng Long (Điểm đỗ xe buýt trên đường Đỗ Nhuận, cạnh công viên Hòa Bình)",S35B_1,,
Đỗ Nhuận,S35B_1,21.0682929,105.7874247
Phạm Văn Đồng,S35B_1,21.0654691,105.7849246
Cầu Thăng Long,S35B_1,21.1012362,105.7867927
Võ Văn Kiệt,S35B_1,21.1341757,105.7785848
Ngã Tư Nam Hồng,S35B_1,21.1583269,105.7794896
Rẽ phải vào quốc lộ 23B,S35B_1,,
Quay đầu tại đảo tròn phía Đông Anh,S35B_1,,
Cầu Vượt Nam Hồng,S35B_1,21.1593989,105.7794783
Quốc lộ 23B,S35B_1,20.8506059,105.8710403
"Thanh Lâm (Bãi đỗ xe Thanh Lâm, Mê Linh).",S35B_1,,
Thanh Lâm (bãi đỗ xe Thanh Lâm),S35B_2,,
Quốc lộ 23B,S35B_2,20.8506059,105.8710403
Ngã tư Nam Hồng,S35B_2,21.1583269,105.7794896
Võ Văn Kiệt,S35B_2,21.1341757,105.7785848
Cầu Thăng Long,S35B_2,21.1012362,105.7867927
Phạm Văn Đồng,S35B_2,21.0654691,105.7849246
Quay đầu tại điểm mở đối diện OCT3 khu đô thị Handivesco,S35B_2,,
Phạm Văn Đồng,S35B_2,21.0654691,105.7849246
Đỗ Nhuận,S35B_2,21.0682929,105.7874247
"Nam Thăng Long (điểm đỗ xe buýt trên đường Đỗ Nhuận, cạnh cổng công viên Hòa Bình).",S35B_2,,
Yên Phụ (Điểm trung chuyển Long Biên),S36_1,,
Hàng Đậu,S36_1,21.0405266,105.8490852
Hàng Cót,S36_1,,
Hàng Gà,S36_1,21.0354958,105.8470494
Hàng Điếu,S36_1,21.0328143,105.846922
Đường Thành,S36_1,21.1367404,105.4194039
Phủ Doãn,S36_1,21.0283693,105.8469973
Triệu Quốc Đạt,S36_1,21.0264581,105.847602
Hai Bà Trưng,S36_1,21.013109,105.8517903
Bà Triệu,S36_1,21.0127276,105.8483535
Lê Đại Hành,S36_1,21.0116945,105.8494932
Đại Cồ Việt,S36_1,21.0078431,105.8454488
Bạch Mai,S36_1,21.0027037,105.8516077
Trương Định,S36_1,21.0369867,105.8357925
Giải Phóng,S36_1,20.9705226,105.8409731
Nguyễn Hữu Thọ,S36_1,20.9689294,105.8287408
Nguyễn Duy Trinh,S36_1,20.9642798,105.8337473
Khu đô thị Linh Đàm,S36_1,20.9641873,105.8315584
Khu đô thị Linh Đàm,S36_2,20.9641873,105.8315584
Nguyễn Duy Trinh,S36_2,20.9642798,105.8337473
Nguyễn Hữu Thọ,S36_2,20.9689294,105.8287408
Giải Phóng,S36_2,20.9705226,105.8409731
Quay đầu tại chùa Pháp Vân,S36_2,,
Giải Phóng,S36_2,20.9705226,105.8409731
Trương Định,S36_2,21.0369867,105.8357925
Bạch Mai,S36_2,21.0027037,105.8516077
Phố Huế,S36_2,21.0175725,105.8514315
Hàng Bài,S36_2,21.2190579,105.8044681
Hai Bà Trưng,S36_2,21.013109,105.8517903
Quán Sứ,S36_2,10.8643598,106.7998835
Hàng Da,S36_2,21.0307331,105.8466622
Đường Thành,S36_2,21.1367404,105.4194039
Phùng Hưng,S36_2,20.9633082,105.7964527
Phùng Hưng (đường trong),S36_2,,
Phan Đình Phùng,S36_2,21.0417484,105.8356303
Hàng Đậu,S36_2,21.0405266,105.8490852
Trần Nhật Duật,S36_2,21.0375961,105.860363
Quay đầu tại đầu phố Hàng Khoai,S36_2,,
Trần Nhật Duật,S36_2,21.0375961,105.860363
Yên Phụ (điểm trung chuyển Long Biên),S36_2,,
Bến xe Giáp Bát,S37_1,20.9802359,105.8419987
Giải Phóng,S37_1,20.9705226,105.8409731
Kim Đồng,S37_1,21.0181821,105.8475741
Trương Định,S37_1,21.0369867,105.8357925
Giải Phóng,S37_1,20.9705226,105.8409731
Ngọc Hồi,S37_1,20.9233689,105.8426967
"nút giao Ngọc Hồi, Hoàng Liệt",S37_1,,
Hoàng Liệt,S37_1,20.9622226,105.8305949
Khu đô thị Linh Đàm,S37_1,20.9641873,105.8315584
Nguyễn Duy Trinh,S37_1,20.9642798,105.8337473
Nguyễn Hữu Thọ,S37_1,20.9689294,105.8287408
Nghiêm Xuân Yêm,S37_1,20.9689977,105.829234
Đại lộ Chu Văn An,S37_1,20.977458,105.8115466
Ngã ba Xa La,S37_1,20.9647214,105.7939392
Viện 103,S37_1,21.086578,105.9190616
Phùng Hưng (Hà Đông),S37_1,20.9633082,105.7964527
Cầu Đen,S37_1,20.9711218,105.7824649
Tô Hiệu,S37_1,20.8045929,105.8862229
Quang Trung (Hà Đông),S37_1,20.972467,105.7773312
Ba La,S37_1,20.9041699,105.5876793
Quốc Lộ 6,S37_1,20.9290228,105.6815054
Yên Nghĩa,S37_1,20.9497797,105.7484253
Đồng Mai,S37_1,20.927089,105.739803
Cầu Mai Lĩnh,S37_1,20.9367506,105.7273762
Biên Giang,S37_1,20.9295202,105.7223742
"Chương Mỹ (cạnh công ty TNHH Vật tư và kết cấu thép, xã Ngọc Hòa, Chương Mỹ)",S37_1,,
"Chương Mỹ (cạnh công ty TNHH Vật tư và kết cấu thép, xã Ngọc Hòa, Chương Mỹ)",S37_2,,
Biên Giang,S37_2,20.9295202,105.7223742
Cầu Mai Lĩnh,S37_2,20.9367506,105.7273762
Đồng Mai,S37_2,20.927089,105.739803
Yên Nghĩa,S37_2,20.9497797,105.7484253
Quốc Lộ 6,S37_2,20.9290228,105.6815054
Ba La,S37_2,20.9041699,105.5876793
Quang Trung (Hà Đông),S37_2,20.972467,105.7773312
Tô Hiệu,S37_2,20.8045929,105.8862229
Cầu Đen,S37_2,20.9711218,105.7824649
Phùng Hưng (Hà Đông),S37_2,20.9633082,105.7964527
Viện 103,S37_2,21.086578,105.9190616
Đường Cầu Bươu,S37_2,20.96093,105.8006973
Ngã ba Xa La,S37_2,20.9647214,105.7939392
Đại lộ Chu Văn An,S37_2,20.977458,105.8115466
Nghiêm Xuân Yêm,S37_2,20.9689977,105.829234
Nguyễn Hữu Thọ,S37_2,20.9689294,105.8287408
Nguyễn Duy Trinh,S37_2,20.9642798,105.8337473
KĐT Linh Đàm,S37_2,20.9681919,105.82714
Hoàng Liệt,S37_2,20.9622226,105.8305949
Ngọc Hồi,S37_2,20.9233689,105.8426967
Quay đầu tại ngõ 15 Ngọc Hồi,S37_2,,
Ngọc Hồi,S37_2,20.9233689,105.8426967
Giải Phóng,S37_2,20.9705226,105.8409731
Bến xe Giáp Bát,S37_2,20.9802359,105.8419987
"Nam Thăng Long (điểm đỗ xe buýt trên đường Đỗ Nhuận, cạnh cổng công viên Hòa Bình)",S38_1,,
Đỗ Nhuận,S38_1,21.0682929,105.7874247
quay đầu tại điểm mở,S38_1,,
Đỗ Nhuận,S38_1,21.0682929,105.7874247
Phạm Văn Đồng,S38_1,21.0654691,105.7849246
Hoàng Quốc Việt,S38_1,21.0531725,105.7817224
Nguyễn Văn Huyên,S38_1,21.038326,105.7978038
Nguyễn Khánh Toàn,S38_1,21.0383475,105.8002309
Bưởi (đường dưới),S38_1,,
Cầu Giấy,S38_1,21.0310271,105.7881335
Điểm trung chuyển xe buýt Cầu Giấy (hè trước tường rào Trường Đại học Giao thông vận tải),S38_1,,
Kim Mã,S38_1,21.0304183,105.8142027
Liễu Giai,S38_1,21.0380016,105.8169294
Kim Mã (đường dưới),S38_1,21.0308599,105.8166626
Kim Mã,S38_1,21.0304183,105.8142027
Trần Huy Liệu,S38_1,21.0293758,105.8208969
Giảng Võ,S38_1,21.0276338,105.8143492
Giang Văn Minh,S38_1,21.0340746,105.8271402
Kim Mã,S38_1,21.0304183,105.8142027
Nguyễn Thái Học,S38_1,21.0293108,105.8400223
Lê Duẩn,S38_1,21.0141054,105.8413865
Lý Thường Kiệt,S38_1,20.9630163,105.7665612
Bà Triệu,S38_1,21.0127276,105.8483535
Lê Đại Hành,S38_1,21.0116945,105.8494932
Bạch Mai,S38_1,21.0027037,105.8516077
Minh Khai,S38_1,21.0479764,105.7448067
Tam Trinh,S38_1,20.9639031,105.8645723
Cầu Voi,S38_1,20.9514974,105.8642949
Nguyễn Tam Trinh,S38_1,,
"Mai Động (Đường vào xí nghiệp xe khách Nam, qua cầu tạm Benley, gần bãi đỗ xe Đền Lừ 2).",S38_1,,
"Mai Động (Đường vào XN buýt Thăng Long, trước cầu tạm Benley, gần bãi đỗ xe Đền Lừ 2)",S38_2,,
Nguyễn Tam Trinh,S38_2,,
Minh Khai,S38_2,21.0479764,105.7448067
Bạch Mai,S38_2,21.0027037,105.8516077
Phố Huế,S38_2,21.0175725,105.8514315
Trần Nhân Tông,S38_2,21.0171492,105.8473932
Quang Trung,S38_2,21.0208142,105.6091766
Hai Bà Trưng,S38_2,21.013109,105.8517903
Nguyễn Khuyến,S38_2,20.9767794,105.7882182
Văn Miếu,S38_2,21.0266931,105.8366113
Quốc Tử Giám,S38_2,21.0287903,105.8359533
Cát Linh,S38_2,21.0283804,105.8272765
Trịnh Hoài Đức,S38_2,21.0289387,105.8329759
Lê Trực,S38_2,21.0326568,105.8332039
Trần Phú,S38_2,20.8327858,105.6707384
Sơn Tây,S38_2,21.1410048,105.505651
Kim Mã (Bên trong tòa nhà số 1 Kim Mã),S38_2,,
Giảng Võ,S38_2,21.0276338,105.8143492
Núi Trúc,S38_2,21.0304244,105.823137
Kim Mã,S38_2,21.0304183,105.8142027
Kim Mã (đường dưới),S38_2,21.0308599,105.8166626
Đào Tấn,S38_2,21.0344665,105.8052462
Nguyễn Khánh Toàn,S38_2,21.0383475,105.8002309
Nguyễn Văn Huyên,S38_2,21.038326,105.7978038
Hoàng Quốc Việt,S38_2,21.0531725,105.7817224
Phạm Văn Đồng,S38_2,21.0654691,105.7849246
"rẽ phải ngã tư Phạm Văn Đồng, Đỗ Nhuận",S38_2,,
Đỗ Nhuận,S38_2,21.0682929,105.7874247
"Nam Thăng Long (điểm đỗ xe buýt trên đường Đỗ Nhuận, cạnh cổng công viên Hòa Bình).",S38_2,,
Công viên Nghĩa Đô,S39_1,21.0407864,105.7959977
Nguyễn Văn Huyên,S39_1,21.038326,105.7978038
Nguyễn Khánh Toàn,S39_1,21.0383475,105.8002309
Trần Đăng Ninh,S39_1,20.9646761,105.7691528
Nguyễn Phong Sắc,S39_1,21.0409593,105.7904242
Xuân Thủy,S39_1,20.9754069,105.9460249
Phạm Hùng,S39_1,21.0240285,105.7784792
Khuất Duy Tiến,S39_1,20.9972772,105.7984508
Nguyễn Trãi,S39_1,20.9727763,105.7815108
Trần Phú,S39_1,20.8327858,105.6707384
Phùng Hưng,S39_1,20.9633082,105.7964527
Cầu Tó,S39_1,20.9562415,105.8095977
Phan Trọng Tuệ,S39_1,20.9532713,105.8151645
Ngọc Hồi,S39_1,20.9233689,105.8426967
Nguyễn Bồ,S39_1,21.0481261,105.8759004
Trần Thủ Độ,S39_1,20.9611033,105.8433622
Đỗ Mười,S39_1,20.9642733,105.8641369
Bùi Huy Bích,S39_1,20.9642733,105.8641369
đường nội bộ KĐT mới Ao Sào,S39_1,,
đường ven sông Kim Ngưu,S39_1,,
Mai Động (bãi đỗ xe Đền Lừ),S39_1,,
Mai Động (bãi đỗ xe Đền Lừ),S39_2,,
đường ven sông Kim Ngưu,S39_2,,
đường nội bộ KĐT mới Ao Sào,S39_2,,
Bùi Huy Bích,S39_2,20.9642733,105.8641369
Đỗ Mười,S39_2,20.9642733,105.8641369
Trần Thủ Độ,S39_2,20.9611033,105.8433622
Nguyễn Bồ,S39_2,21.0481261,105.8759004
Ngọc Hồi,S39_2,20.9233689,105.8426967
Phan Trọng Tuệ,S39_2,20.9532713,105.8151645
Cầu Tó,S39_2,20.9562415,105.8095977
Phùng Hưng,S39_2,20.9633082,105.7964527
Trần Phú,S39_2,20.8327858,105.6707384
Nguyễn Trãi,S39_2,20.9727763,105.7815108
