location,routeName,lat,lon
Khuất Duy Tiến,S39_2,20.9972772,105.7984508
Phạm Hùng,S39_2,21.0240285,105.7784792
Xuân Thủy,S39_2,20.9754069,105.9460249
Nguyễn Phong Sắc,S39_2,21.0409593,105.7904242
Trần Đăng Ninh,S39_2,20.9646761,105.7691528
Nguyễn Khánh Toàn,S39_2,21.0383475,105.8002309
Nguyễn Văn Huyên,S39_2,21.038326,105.7978038
Công viên Nghĩa Đô,S39_2,21.0407864,105.7959977
Công viên Thống Nhất,S40_1,21.0123287,105.8437898
Quang Trung,S40_1,21.0208142,105.6091766
Lý Thường Kiệt –Quán Sứ,S40_1,,
Hai Bà Trưng,S40_1,21.013109,105.8517903
Phan Chu Trinh – Tràng Tiền,S40_1,21.02414,105.8597599
Trần Khánh Dư,S40_1,21.0200801,105.8617023
Nguyễn Khoái – Cầu Vĩnh Tuy – Đường Cổ Linh,S40_1,,
Thạch Bàn,S40_1,21.0209365,105.9184009
Nguyễn Văn Linh – Nguyễn Đức Thuận – Nguyễn Bình,S40_1,,
Như Quỳnh,S40_1,21.0091961,105.9857516
Văn Lâm( Đường 5),S40_1,21.0243695,105.9309704
Văn Lâm( đường 5),S40_2,21.0243695,105.9309704
Như Quỳnh – Nguyễn Bình,S40_2,,
Nguyễn Đức Thuận,S40_2,21.0119209,105.9510315
Nguyễn Văn Linh,S40_2,21.0383968,105.8991875
Thạch Bàn – Đường Cổ Linh – Cầu Vĩnh Tuy,S40_2,,
Nguyễn Khoái,S40_2,21.0050866,105.8693687
Trần Hưng Đạo –Lê Thánh Tông,S40_2,,
Hai Bà Trưng,S40_2,21.013109,105.8517903
Ga Hà Nội,S40_2,21.0242144,105.8410943
Lê Duẩn,S40_2,21.0141054,105.8413865
Công Viên Thống Nhất,S40_2,21.0123287,105.8437898
Nam Thăng Long,S41_1,21.0658941,105.7886999
Đỗ Nhuận,S41_1,21.0682929,105.7874247
Minh Tảo,S41_1,21.0631192,105.8007228
Xuân La,S41_1,21.0606058,105.8044433
Võ Chí Công,S41_1,21.0531379,105.8052115
An Dương Vương,S41_1,21.0809298,105.8160966
Đường Âu Cơ,S41_1,20.8921645,105.7662985
Nghi Tàm,S41_1,21.0067943,105.7864181
Yên Phụ,S41_1,21.2208344,105.7344265
Yên Phụ (đường riêng cho xe buýt) Trung chuyển Long Biên – Hàng Đậu – Quán Thánh – Cửa Bắc,S41_1,,
Nguyễn Tri Phương,S41_1,21.0326052,105.8419941
Điện Biên Phủ,S41_1,21.0341251,105.8377505
Chu Văn An,S41_1,21.0431266,105.8320072
Tôn Đức Thắng,S41_1,21.0181322,105.829778
Khâm Thiên,S41_1,21.0185213,105.8389325
Lê Duẩn,S41_1,21.0141054,105.8413865
"Giải Phóng – Quay đầu tại ngã ba đuôi cá, Giải Phóng – Giải Phóng",S41_1,,
Bến xe Giáp Bát.,S41_1,20.9802359,105.8419987
Bến xe Giáp Bát,S41_2,20.9802359,105.8419987
Giải Phóng,S41_2,20.9705226,105.8409731
Lê Duẩn,S41_2,21.0141054,105.8413865
Khâm Thiên,S41_2,21.0185213,105.8389325
Tôn Đức Thắng,S41_2,21.0181322,105.829778
Chu Văn An,S41_2,21.0431266,105.8320072
Lê Hồng Phong,S41_2,21.0332913,105.838715
Hoàng Diệu – Nguyễn Biểu,S41_2,,
Quán Thánh,S41_2,20.9540708,105.7600855
Thanh Niên,S41_2,21.0212478,105.8498342
Nghi Tàm,S41_2,21.0067943,105.7864181
Âu Cơ,S41_2,20.8921645,105.7662985
An Dương Vương,S41_2,21.0809298,105.8160966
Võ Chí Công,S41_2,21.0531379,105.8052115
Xuân La,S41_2,21.0606058,105.8044433
Minh Tảo,S41_2,21.0631192,105.8007228
Hoàng Minh Thảo,S41_2,21.06247,105.8008602
Đỗ Nhuận,S41_2,21.0682929,105.7874247
Nam Thăng Long..,S41_2,21.0212478,105.8498342
Bến xe Giáp Bát (Quảng Trường Bến xe Giáp Bát) – Giải Phóng – Kim Đồng – Tân Mai,S42_1,,
Tam Trinh,S42_1,20.9639031,105.8645723
Kim Ngưu,S42_1,20.9913679,105.8628087
Lò Đúc,S42_1,21.0119284,105.8588031
Yecxanh,S42_1,,
Trần Thánh Tông,S42_1,21.0160866,105.8594204
Trần Hưng Đạo,S42_1,21.0207798,105.8439367
Trần Quang Khải,S42_1,21.0315748,105.8566532
Trần Nhật Duật,S42_1,21.0375961,105.860363
Long Biên (quay đầu trước phố Hàng Khoai),S42_1,,
Trần Nhật Duật – số 3 Trần Nhật Duật –  Cầu Chương Dương,S42_1,,
Nguyễn Văn Cừ,S42_1,21.0541322,105.8856779
Ngô Gia Tự – Cầu Đuống – Hà Huy Tập – Đặng Phúc Thông,S42_1,,
Dốc Lã –Ninh Hiệp – Phù Đổng – Trung Mầu (Gia Lâm),S42_1,,
Trung Mầu (Gia Lâm) – Phù Đổng – Ninh Hiệp – Dốc Lã – Đặng Phúc Thông,S42_2,,
Hà Huy Tập – Cầu Đuống – Ngô Gia Tự,S42_2,,
Nguyễn Văn Cừ,S42_2,21.0541322,105.8856779
Cầu Chương Dương,S42_2,21.0375961,105.860363
Trần Nhật Duật – Yên Phụ – Điểm trung chuyển Long Biên – Yên Phụ – Quay đầu tại đối diện 92 Yên Phụ – Trần Nhật Duật – Long Biên (đối diện Đội CSGT số 1 Hà Nội – số 3 Trần Nhật Duật),S42_2,,
Trần Quang Khải,S42_2,21.0315748,105.8566532
Trần Hưng Đạo,S42_2,21.0207798,105.8439367
Tăng Bạt Hổ,S42_2,21.0184037,105.8585878
Lò Đúc,S42_2,21.0119284,105.8588031
Kim Ngưu,S42_2,20.9913679,105.8628087
Tam Trinh – Tân Mai – Kim Đồng,S42_2,,
Giải Phóng – Ngã 3 Đuôi Cá,S42_2,,
Giải Phóng – Bến xe Giáp Bát (Quảng Trường Bến xe GB).,S42_2,,
Kim Mã (số 1 Kim Mã),S43_1,,
Giảng Võ,S43_1,21.0276338,105.8143492
Hào Nam,S43_1,21.0265789,105.8277109
Ô Chợ Dừa,S43_1,21.0235614,105.8267102
Khâm Thiên,S43_1,21.0185213,105.8389325
Nguyễn Thượng Hiền,S43_1,21.1410048,105.505651
Trần Bình Trọng,S43_1,21.01815,105.8438231
Trần Hưng Đạo,S43_1,21.0207798,105.8439367
Quang Trung,S43_1,21.0208142,105.6091766
Lý Thường Kiệt,S43_1,20.9630163,105.7665612
Phan Chu Trinh,S43_1,21.0208397,105.8558574
Lý Thái Tổ,S43_1,21.0296181,105.8553808
Ngô Quyền,S43_1,21.1430752,105.5005122
Hàng Vôi,S43_1,21.0301831,105.8563219
Hàng Tre,S43_1,21.0331758,105.8551416
Hàng Muối,S43_1,21.0347069,105.85475
Trần Nhật Duật,S43_1,21.0375961,105.860363
Yên Phụ,S43_1,21.2208344,105.7344265
điểm trung chuyển Long Biên,S43_1,21.0413663,105.849467
Yên Phụ,S43_1,21.2208344,105.7344265
Trần Nhật Duật,S43_1,21.0375961,105.860363
cầu Chương Dương,S43_1,21.0375961,105.860363
Nguyễn Văn Cừ,S43_1,21.0541322,105.8856779
Lý Sơn,S43_1,21.3333789,105.8346496
cầu Đông Trù,S43_1,21.0721356,105.8774005
Trường Sa,S43_1,21.1114383,105.846503
Ngã 3 Dâu Canh,S43_1,,
Quốc lộ 3,S43_1,21.1946843,105.8481713
Cao Lỗ,S43_1,,
Thị trấn Đông Anh (ngã 3 xay sát Đông Anh),S43_1,,
Thị trấn Đông Anh (ngã 3 xay sát Đông Anh),S43_2,,
Cao Lỗ,S43_2,,
Quốc lộ 3,S43_2,21.1946843,105.8481713
Ngã 3 Dâu Canh,S43_2,,
Trường Sa,S43_2,21.1114383,105.846503
cầu Đông Trù,S43_2,21.0721356,105.8774005
Lý Sơn,S43_2,21.3333789,105.8346496
Nguyễn Văn Cừ,S43_2,21.0541322,105.8856779
cầu Chương Dương,S43_2,21.0375961,105.860363
Trần Nhật Duật,S43_2,21.0375961,105.860363
điểm trung chuyển Long Biên,S43_2,21.0413663,105.849467
Nguyễn Hữu Huân,S43_2,21.0329823,105.8544642
Lý Thái Tổ,S43_2,21.0296181,105.8553808
Lý Thường Kiệt,S43_2,20.9630163,105.7665612
Lê Duẩn,S43_2,21.0141054,105.8413865
Khâm Thiên,S43_2,21.0185213,105.8389325
Hào Nam,S43_2,21.0265789,105.8277109
Kim Mã,S43_2,21.0304183,105.8142027
Bến xe Mỹ Đình,S46_1,21.0284046,105.7783143
Phạm Hùng,S46_1,21.0240285,105.7784792
quay đầu tại làng Đình Thôn,S46_1,,
Phạm Hùng,S46_1,21.0240285,105.7784792
Phạm Văn Đồng,S46_1,21.0654691,105.7849246
Cầu Thăng Long,S46_1,21.1012362,105.7867927
Đường 6 km (Vĩnh Ngọc),S46_1,21.1152893,105.8148462
Vân Trì,S46_1,21.0287537,105.8359667
Đường 5 kéo dài,S46_1,,
Đường 6 km (Vĩnh Ngọc),S46_1,21.1152893,105.8148462
Quốc lộ 3,S46_1,21.1946843,105.8481713
Đường Cổ Loa,S46_1,21.1287814,105.8665513
Thị trấn Đông Anh (Ngã ba xay sát Đông Quan).,S46_1,,
Thị trấn Đông Anh (Ngã ba xay sát Đông Quan),S46_2,,
Đường Cổ Loa,S46_2,21.1287814,105.8665513
Quốc lộ 3,S46_2,21.1946843,105.8481713
Đường 6 km (Vĩnh Ngọc),S46_2,21.1152893,105.8148462
Đường 5 kéo dài,S46_2,,
Quay đầu tại điểm mở,S46_2,,
Đường 5 kéo dài,S46_2,,
Vân trì,S46_2,21.0287537,105.8359667
Đường 6 km (Vĩnh Ngọc),S46_2,21.1152893,105.8148462
Cầu Thăng Long,S46_2,21.1012362,105.7867927
Phạm Văn Đồng,S46_2,21.0654691,105.7849246
Phạm Hùng,S46_2,21.0240285,105.7784792
Bến xe Mỹ Đình,S46_2,21.0284046,105.7783143
Long Biên,S47A_1,21.0398713,105.8500216
Yên Phụ,S47A_1,21.2208344,105.7344265
Điểm trung chuyển Long Biên,S47A_1,21.0413663,105.849467
Trần Nhật Duật,S47A_1,21.0375961,105.860363
Cầu Chương Dương,S47A_1,21.0375961,105.860363
"Đê Long Biên, Xuân Quan",S47A_1,21.0358248,105.8718119
đường Đa Tốn – đường tỉnh 379,S47A_1,,
đường nội bộ Khu đô thị Ecopark (đường Rừng Thông,S47A_1,,
quay đầu tại vòng xuyến đường Rừng Thông,S47A_1,,
Rừng Thông,S47A_1,21.0290732,105.3863088
Rừng Cọ),S47A_1,21.1842603,105.3454831
"đê Long Biên, Xuân Quan",S47A_1,21.0358248,105.8718119
"Bát Tràng (điểm đỗ xe buýt, cách cổng chợ gốm Bát Tràng 100m)",S47A_1,,
"Bát Tràng (điểm đỗ xe buýt, cách cổng chợ gốm Bát Tràng 100m)",S47A_2,,
"đê Long Biên, Xuân Quan",S47A_2,21.0358248,105.8718119
đường nội bộ Khu đô thị Ecopark (đường Rừng Cọ,S47A_2,,
Phố Trúc,S47A_2,21.0454123,105.8419005
đường Rừng Cọ,S47A_2,,
đường Rừng Thông,S47A_2,,
Quay đầu tại vòng xuyến đường Rừng Thông,S47A_2,,
Rừng Thông),S47A_2,21.0290732,105.3863088
đường tỉnh 379,S47A_2,20.9922213,105.92124
đường Đa Tốn,S47A_2,20.9831008,105.9225486
"Đê Long Biên, Xuân Quan",S47A_2,21.0358248,105.8718119
gầm cầu Chương Dương,S47A_2,20.9831008,105.9225486
Ngọc Thụy,S47A_2,21.0415891,105.865217
cầu Chương Dương,S47A_2,21.0375961,105.860363
Trần Nhật Duật,S47A_2,21.0375961,105.860363
Điểm trung chuyển Long Biên,S47A_2,21.0413663,105.849467
Yên Phụ,S47A_2,21.2208344,105.7344265
ĐH Kinh tế Quốc dân,S47B_1,20.9997459,105.8434973
Đại La,S47B_1,20.9964989,105.8469589
Giải Phóng,S47B_1,20.9705226,105.8409731
Lê Thanh Nghị,S47B_1,21.00338,105.8493399
Thanh Nhàn – Kim Ngưu – Minh Khai,S47B_1,,
Cầu Vĩnh Tuy,S47B_1,21.0132594,105.8851492
Cổ Linh,S47B_1,21.0037685,105.9259529
Thạch Bàn,S47B_1,21.0209365,105.9184009
Đê Xuân Quan – Đông Dư,S47B_1,,
Văn Đức,S47B_1,21.0285931,105.8348887
đường ĐT378,S47B_1,,
Văn Giang,S47B_1,21.0787659,105.7739707
đường ĐT179,S47B_1,,
Kiêu Kỵ,S47B_1,20.9825579,105.9564399
Kiêu Kỵ,S47B_2,20.9825579,105.9564399
đường ĐT179,S47B_2,,
Văn Giang,S47B_2,21.0787659,105.7739707
đường ĐT378,S47B_2,,
Văn Đức,S47B_2,21.0285931,105.8348887
Đông Dư,S47B_2,21.1279029,106.0951835
Đê Xuân Quan,S47B_2,21.0358248,105.8718119
Thạch Bàn,S47B_2,21.0209365,105.9184009
Cổ Linh,S47B_2,21.0037685,105.9259529
Cầu Vĩnh Tuy – Minh Khai – Kim Ngưu – Thanh Nhàn – Lê Thanh Nghị,S47B_2,,
Trần Đại Nghĩa,S47B_2,21.0063852,105.8419795
ĐH Kinh tế Quốc dân.,S47B_2,20.9997459,105.8434973
Bến xe Nước Ngầm,S48_1,20.9647577,105.8422383
Ngọc Hồi,S48_1,20.9233689,105.8426967
Đỗ Mười,S48_1,20.9642733,105.8641369
Nguyễn Khoái,S48_1,21.0050866,105.8693687
Trần Khánh Dư (đường trên),S48_1,,
Trần Quang Khải (đường trên),S48_1,,
cầu Chương Dương,S48_1,21.0375961,105.860363
Nguyễn Văn Cừ,S48_1,21.0541322,105.8856779
Ngô Gia Tự,S48_1,21.0725863,105.9065615
Trường Lâm,S48_1,21.0240746,105.9382042
Đoàn Khuê,S48_1,21.0530805,105.9067545
Vạn Hạnh,S48_1,20.9578445,105.8495556
Nguyễn Cao Luyện,S48_1,21.0680239,105.9042295
Lưu Khánh Đàm,S48_1,21.0598475,105.9116839
Phúc Lợi,S48_1,21.0422926,105.9184031
Phúc Lợi (điểm đỗ xe buýt Chung cư Ruby City),S48_1,,
Phúc Lợi (điểm đỗ xe buýt Chung cư Ruby City),S48_2,,
Phúc Lợi,S48_2,21.0422926,105.9184031
Lưu Khánh Đàm,S48_2,21.0598475,105.9116839
Nguyễn Cao Luyện,S48_2,21.0680239,105.9042295
Vạn Hạnh,S48_2,20.9578445,105.8495556
Đoàn Khuê,S48_2,21.0530805,105.9067545
Trường Lâm,S48_2,21.0240746,105.9382042
Ngô Gia Tự,S48_2,21.0725863,105.9065615
Nguyễn Văn Cừ,S48_2,21.0541322,105.8856779
cầu Chương Dương,S48_2,21.0375961,105.860363
Trần Quang Khải (đường dưới),S48_2,,
Điểm trung chuyển xe buýt Trần Khánh Dư,S48_2,,
Nguyễn Khoái,S48_2,21.0050866,105.8693687
Lĩnh Nam,S48_2,20.978794,105.8968603
Đỗ Mười,S48_2,20.9642733,105.8641369
Ngọc Hồi,S48_2,20.9233689,105.8426967
quay đầu tại ngõ 15 Ngọc Hồi,S48_2,,
Ngọc Hồi,S48_2,20.9233689,105.8426967
Bến xe Nước Ngầm,S48_2,20.9647577,105.8422383
Trần Khánh Dư (Điểm trung chuyển xe buýt Trần Khánh Dư),S49_1,,
Trần Hưng Đạo,S49_1,21.0207798,105.8439367
Lê Thánh Tông,S49_1,21.0220204,105.85776
Lý Thường Kiệt,S49_1,20.9630163,105.7665612
Lê Duẩn,S49_1,21.0141054,105.8413865
Khâm Thiên,S49_1,21.0185213,105.8389325
Ô Chợ Dừa,S49_1,21.0235614,105.8267102
La Thành,S49_1,21.020154,105.8253499
Cầu Giấy – Xuân Thủy,S49_1,21.0370638,105.7837636
Hồ Tùng Mậu,S49_1,21.0387676,105.770769
Quay đầu tại điểm mở đối diện 143 Hồ Tùng Mậu,S49_1,,
Nguyễn Cơ Thạch,S49_1,21.0314127,105.761924
Trần Hữu Dực,S49_1,21.0240285,105.7784792
đường mới (đoạn gần tòa nhà Hateco Apollo),S49_1,,
Nhổn (Điểm trung chuyển xe buýt Nhổn).,S49_1,,
Nhổn (Điểm trung chuyển xe buýt Nhổn),S49_2,,
Cầu Diễn,S49_2,21.0412207,105.7626912
Quay đầu tại điểm mở (đối diện cụm công nghiệp vừa và nhỏ Từ Liêm),S49_2,,
Cầu Diễn,S49_2,21.0412207,105.7626912
đường mới (đoạn gần tòa nhà Hateco Apollo),S49_2,,
Trần Hữu Dực,S49_2,21.0240285,105.7784792
Nguyễn Cơ Thạch,S49_2,21.0314127,105.761924
Hồ Tùng Mậu,S49_2,21.0387676,105.770769
Xuân Thủy,S49_2,20.9754069,105.9460249
Cầu Giấy,S49_2,21.0310271,105.7881335
Điểm trung chuyển Cầu Giấy,S49_2,21.0294603,105.8027634
La Thành,S49_2,21.020154,105.8253499
Thành Công,S49_2,21.0137437,105.8132213
Láng Hạ,S49_2,21.0166748,105.8104708
La Thành,S49_2,21.020154,105.8253499
Hoàng Cầu mới,S49_2,,
Xã Đàn,S49_2,20.8105226,105.7945126
Quay đầu tại đối diện Ngõ Xã Đàn 2,S49_2,,
Xã Đàn,S49_2,20.8105226,105.7945126
Khâm Thiên,S49_2,21.0185213,105.8389325
Nguyễn Thượng Hiền,S49_2,21.1410048,105.505651
Yết Kiêu,S49_2,20.9752693,105.7797051
Trần Hưng Đạo,S49_2,21.0207798,105.8439367
Quán Sứ,S49_2,10.8643598,106.7998835
Lý Thường Kiệt,S49_2,20.9630163,105.7665612
Phan Chu Trinh,S49_2,21.0208397,105.8558574
Tràng Tiền,S49_2,21.0271958,105.8565753
Trần Khánh Dư (Điểm trung chuyển xe buýt Trần Khánh Dư).,S49_2,,
Long Biên (vị trí đỗ tại đường dành riêng cho xe buýt),S50_1,,
Yên Phụ,S50_1,21.2208344,105.7344265
Trần Nhật Duật,S50_1,21.0375961,105.860363
Quay đầu tại nút giao phố Hàng Khoai,S50_1,,
Trần Nhật Duật,S50_1,21.0375961,105.860363
Yên Phụ,S50_1,21.2208344,105.7344265
Điểm trung chuyển xe buýt Long Biên,S50_1,,
Yên Phụ (đường dành riêng cho xe buýt),S50_1,,
Đường Thanh Niên,S50_1,20.9174517,105.7396556
Hùng Vương,S50_1,21.0316039,105.834098
Phan Đình Phùng,S50_1,21.0417484,105.8356303
Hoàng Diệu,S50_1,20.8638801,105.731502
Trần Phú,S50_1,20.8327858,105.6707384
Kim Mã (tòa nhà PTA số 1 Kim Mã),S50_1,,
Giảng Võ,S50_1,21.0276338,105.8143492
Núi Trúc,S50_1,21.0304244,105.823137
Kim Mã,S50_1,21.0304183,105.8142027
Liễu Giai,S50_1,21.0380016,105.8169294
Nguyễn Chí Thanh,S50_1,21.0247616,105.8111746
Trần Duy Hưng,S50_1,21.005215,105.7988957
Phạm Hùng,S50_1,21.0240285,105.7784792
"Quay đầu tại đối diện số nhà CT5 Khu đô thị Sông Đà, Mỹ Đình",S50_1,,
Phạm Hùng,S50_1,21.0240285,105.7784792
Mễ Trì,S50_1,21.0011741,105.7881499
Lê Quang Đạo,S50_1,21.0042509,105.7729733
Lê Đức Thọ,S50_1,21.0380465,105.7729903
Trần Hữu Dực,S50_1,21.0240285,105.7784792
Trịnh Văn Bô,S50_1,21.0345983,105.7518212
đường 70,S50_1,21.0080486,105.7558906
Khu đô thị Vân Canh,S50_1,21.040766,105.7221286
đường vào khu đô thị An Lạc,S50_1,,
Khu đô thị An Lạc (đối diện tòa nhà Moonlight 1),S50_1,,
Khu đô thị An Lạc (đối diện tòa nhà Moonlight 1),S50_2,,
đường vào khu đô thị An Lạc – Khu đô thị Vân Canh,S50_2,,
đường 70,S50_2,21.0080486,105.7558906
Trịnh Văn Bô,S50_2,21.0345983,105.7518212
Trần Hữu Dực,S50_2,21.0240285,105.7784792
Lê Đức Thọ,S50_2,21.0380465,105.7729903
Lê Quang Đạo,S50_2,21.0042509,105.7729733
quay đầu tại điểm mở dải phân cách trước chung cư The matrix One,S50_2,,
Lê Quang Đạo,S50_2,21.0042509,105.7729733
Mễ Trì,S50_2,21.0011741,105.7881499
Phạm Hùng,S50_2,21.0240285,105.7784792
Trần Duy Hưng,S50_2,21.005215,105.7988957
Nguyễn Chí Thanh,S50_2,21.0247616,105.8111746
Liễu Giai,S50_2,21.0380016,105.8169294
Kim Mã,S50_2,21.0304183,105.8142027
Trần Huy Liệu,S50_2,21.0293758,105.8208969
Giảng Võ,S50_2,21.0276338,105.8143492
Giang Văn Minh,S50_2,21.0340746,105.8271402
Kim Mã (bên ngoài tòa nhà PTA số 1 Kim Mã),S50_2,,
Nguyễn Thái Học,S50_2,21.0293108,105.8400223
Hoàng Diệu,S50_2,20.8638801,105.731502
Nguyễn Biểu,S50_2,21.0419394,105.8401042
Quán Thánh,S50_2,20.9540708,105.7600855
Đường Thanh Niên,S50_2,20.9174517,105.7396556
Yên Phụ (đường ngoài),S50_2,,
rẽ vào Yên Phụ (đường dành riêng cho xe buýt) tại vị trí dưới chân cầu vượt đi bộ đối diện trường Mạc Đĩnh Chi,S50_2,,
Điểm trung chuyển Long Biên,S50_2,21.0413663,105.849467
Yên Phụ,S50_2,21.2208344,105.7344265
Trần Nhật Duật,S50_2,21.0375961,105.860363
Quay đầu tại nút giao phố Hàng Khoai,S50_2,,
Trần Nhật Duật,S50_2,21.0375961,105.860363
Yên Phụ,S50_2,21.2208344,105.7344265
Quay đầu tại đối diện phố Hàng Than,S50_2,,
Yên Phụ (đường dành riêng cho xe buýt),S50_2,,
Long Biên (điểm đỗ trong đường dành riêng cho xe buýt),S50_2,,
Bến Xe Gia Lâm,S51_1,21.0485414,105.8789776
Ngô Gia Khảm,S51_1,21.0482146,105.8766036
Ngọc Lâm,S51_1,21.0507862,105.8846737
Nguyễn Văn Cừ,S51_1,21.0541322,105.8856779
Cầu Chương Dương,S51_1,21.0375961,105.860363
Trần Quang Khải,S51_1,21.0315748,105.8566532
Trần Khánh Dư (Điểm trung chuyển xe buýt Trần Khánh Dư),S51_1,,
Nguyễn Khoái,S51_1,21.0050866,105.8693687
Minh Khai,S51_1,21.0479764,105.7448067
Lạc Trung,S51_1,21.0023754,105.8648489
Thanh Nhàn,S51_1,21.0604297,105.7238736
Võ Thị Sáu,S51_1,21.0055661,105.8569535
Trần Khát Chân,S51_1,21.0083719,105.865898
Đại Cổ Việt,S51_1,21.0080355,105.8454258
Xã Đàn,S51_1,20.8105226,105.7945126
Phạm Ngọc Thạch,S51_1,21.0108831,105.8369727
Chùa Bộc,S51_1,21.0145568,105.8194727
Tây Sơn,S51_1,21.1410048,105.505651
Thái Thịnh,S51_1,21.0058574,105.8223873
Yên Lãng,S51_1,21.1709072,105.6641008
Đường Láng,S51_1,21.0288761,105.8005012
Trần Duy Hưng,S51_1,21.005215,105.7988957
Trung Hòa,S51_1,20.9072496,105.6432291
Vũ Phạm Hàm,S51_1,21.0194755,105.8002156
Trung Kính,S51_1,21.0150433,105.793436
Phạm Văn Bạch,S51_1,21.0239926,105.7896857
Trần Thái Tông,S51_1,21.0361105,105.7896035
Xuân Thủy,S51_1,20.9754069,105.9460249
Hồ Tùng Mậu,S51_1,21.0387676,105.770769
Trần Vỹ,S51_1,21.0458721,105.7736388
Trần Vỹ (Cổng Học Viện Tư Pháp).,S51_1,,
Trần Vỹ (Cổng Học Viện Tư Pháp),S51_2,,
Trần Vỹ,S51_2,21.0458721,105.7736388
Hồ Tùng Mậu,S51_2,21.0387676,105.770769
Quay đầu tại điểm mở ( đối diện cổng chính nghĩa trang Mai Dịch),S51_2,,
Hồ Tùng Mậu,S51_2,21.0387676,105.770769
Xuân Thủy,S51_2,20.9754069,105.9460249
Trần Thái Tông,S51_2,21.0361105,105.7896035
Phạm Văn Bạch,S51_2,21.0239926,105.7896857
Trung Kính,S51_2,21.0150433,105.793436
Vũ Phạm Hàm,S51_2,21.0194755,105.8002156
Trần Duy Hưng,S51_2,21.005215,105.7988957
Quay đầu tại đối diện Ngõ 83 Trần Duy Hưng,S51_2,,
Trần Duy Hưng,S51_2,21.005215,105.7988957
Đường Láng,S51_2,21.0288761,105.8005012
Yên Lãng,S51_2,21.1709072,105.6641008
Thái Thịnh,S51_2,21.0058574,105.8223873
Tây Sơn,S51_2,21.1410048,105.505651
Chùa Bộc,S51_2,21.0145568,105.8194727
Phạm Ngọc Thạch,S51_2,21.0108831,105.8369727
Xã Đàn,S51_2,20.8105226,105.7945126
Hầm Kim Liên,S51_2,21.0085227,105.8392394
Đại Cổ Việt,S51_2,21.0080355,105.8454258
Trần Khát Chân,S51_2,21.0083719,105.865898
Võ Thị Sáu,S51_2,21.0055661,105.8569535
Thanh Nhàn,S51_2,21.0604297,105.7238736
Lạc Trung,S51_2,21.0023754,105.8648489
Minh Khai,S51_2,21.0479764,105.7448067
Nguyễn Khoái,S51_2,21.0050866,105.8693687
Trần Khánh Dư,S51_2,21.0200801,105.8617023
Trần Quang Khải,S51_2,21.0315748,105.8566532
Cầu Chương Dương,S51_2,21.0375961,105.860363
Nguyễn Văn Cừ,S51_2,21.0541322,105.8856779
Nguyễn Sơn,S51_2,21.0369497,105.8989779
Ngọc Lâm,S51_2,21.0507862,105.8846737
Ngô Gia Khảm,S51_2,21.0482146,105.8766036
Bến Xe Gia Lâm,S51_2,21.0485414,105.8789776
Công viên Thống Nhất,S52_1,21.0123287,105.8437898
Trần Nhân Tông,S52_1,21.0171492,105.8473932
Bà Triệu,S52_1,21.0127276,105.8483535
Lê Đại Hành,S52_1,21.0116945,105.8494932
Bạch Mai,S52_1,21.0027037,105.8516077
Minh Khai,S52_1,21.0479764,105.7448067
cầu Mai Động,S52_1,20.9964471,105.8622119
Minh Khai,S52_1,21.0479764,105.7448067
cầu Vĩnh Tuy,S52_1,21.0132594,105.8851492
Đàm Quang Trung,S52_1,21.0282214,105.8974766
Cổ Linh,S52_1,21.0037685,105.9259529
Thạch Bàn,S52_1,21.0209365,105.9184009
Nguyễn Văn Linh,S52_1,21.0383968,105.8991875
Nguyễn Đức Thuận,S52_1,21.0119209,105.9510315
Nguyễn Bình,S52_1,,
cầu vượt Phú Thị,S52_1,21.0006943,105.9661454
Ỷ Lan,S52_1,21.0028003,105.9661675
Dương Xá,S52_1,21.0046345,105.970087
ngã tư Sủi,S52_1,,
Kim Sơn,S52_1,21.0809837,105.4555595
đường 181,S52_1,20.9768467,105.7839798
Phú Thị,S52_1,21.0127849,105.9595379
Keo,S52_1,21.0127849,105.9595379
Kim Sơn,S52_1,21.0809837,105.4555595
Lệ Chi (Gia Lâm),S52_1,,
Lệ Chi (Gia Lâm),S52_2,,
Kim Sơn,S52_2,21.0809837,105.4555595
Keo,S52_2,21.0127849,105.9595379
Phú Thị,S52_2,21.0127849,105.9595379
ngã tư Sủi,S52_2,,
Ỷ Lan,S52_2,21.0028003,105.9661675
Dương Xá,S52_2,21.0046345,105.970087
cầu vượt Phú Thị,S52_2,21.0006943,105.9661454
Nguyễn Bình,S52_2,,
Nguyễn Đức Thuận,S52_2,21.0119209,105.9510315
Nguyễn Văn Linh,S52_2,21.0383968,105.8991875
Thạch Bàn,S52_2,21.0209365,105.9184009
Cổ Linh,S52_2,21.0037685,105.9259529
Đàm Quang Trung,S52_2,21.0282214,105.8974766
cầu Vĩnh Tuy,S52_2,21.0132594,105.8851492
Minh Khai,S52_2,21.0479764,105.7448067
cầu Mai Động,S52_2,20.9964471,105.8622119
Minh Khai,S52_2,21.0479764,105.7448067
Bạch Mai,S52_2,21.0027037,105.8516077
Phố Huế,S52_2,21.0175725,105.8514315
Nguyễn Du,S52_2,21.0164548,105.8495407
Trần Bình Trọng,S52_2,21.01815,105.8438231
Trần Nhân Tông,S52_2,21.0171492,105.8473932
Công viên Thống Nhất,S52_2,21.0123287,105.8437898
Công viên Thống Nhất,S52CT_1,21.0123287,105.8437898
Trần Nhân Tông,S52CT_1,21.0171492,105.8473932
